Req Code; ID; RF; Cal; Ch, W#; t_ow mil; t_ow submil; Event
99; 164; 0; 1; 1; 0; 19266598; 983870; 0
99; 164; 1; 1; 1; 0; 19266598; 983909; 0
99; 164; 0; 1; 0; 0; 19266604; 19151; 0
99; 164; 1; 1; 0; 0; 19266604; 19190; 0
99; 164; 0; 1; 1; 0; 19266604; 19151; 0
99; 164; 1; 1; 1; 0; 19266604; 19190; 0
99; 164; 0; 1; 0; 0; 19266609; 53675; 0
99; 164; 1; 1; 0; 0; 19266609; 53721; 0
99; 164; 0; 1; 1; 0; 19266609; 53675; 0
99; 164; 1; 1; 1; 0; 19266609; 53721; 0
99; 164; 0; 1; 0; 0; 19266614; 88635; 0
99; 164; 1; 1; 0; 0; 19266614; 88682; 0
99; 164; 0; 1; 1; 0; 19266614; 88635; 0
99; 164; 1; 1; 1; 0; 19266614; 88675; 0
99; 164; 0; 1; 0; 0; 19266619; 124050; 0
99; 164; 1; 1; 0; 0; 19266619; 124096; 0
99; 164; 0; 1; 1; 0; 19266619; 124050; 0
99; 164; 1; 1; 1; 0; 19266619; 124090; 0
99; 164; 0; 1; 0; 0; 19266624; 159582; 0
99; 164; 1; 1; 0; 0; 19266624; 159628; 0
99; 164; 0; 1; 1; 0; 19266624; 159582; 0
99; 164; 1; 1; 1; 0; 19266624; 159628; 0
99; 164; 0; 1; 0; 0; 19266629; 194846; 0
99; 164; 1; 1; 0; 0; 19266629; 194894; 0
99; 164; 0; 1; 1; 0; 19266629; 194846; 0
99; 164; 1; 1; 1; 0; 19266629; 194894; 0
99; 164; 0; 1; 0; 0; 19266634; 229566; 0
99; 164; 1; 1; 0; 0; 19266634; 229614; 0
99; 164; 0; 1; 1; 0; 19266634; 229566; 0
99; 164; 1; 1; 1; 0; 19266634; 229614; 0
99; 164; 0; 1; 0; 0; 19266639; 264878; 0
99; 164; 1; 1; 0; 0; 19266639; 264926; 0
99; 164; 0; 1; 1; 0; 19266639; 264878; 0
99; 164; 1; 1; 1; 0; 19266639; 264918; 0
99; 164; 0; 1; 0; 0; 19266644; 300410; 0
99; 164; 1; 1; 0; 0; 19266644; 300454; 0
99; 164; 0; 1; 1; 0; 19266644; 300410; 0
99; 164; 1; 1; 1; 0; 19266644; 300454; 0
99; 164; 0; 1; 0; 0; 19266649; 335934; 0
99; 164; 0; 1; 1; 0; 19266745; 5276; 1
99; 164; 1; 1; 1; 0; 19266745; 5315; 1
99; 164; 0; 1; 0; 0; 19266750; 40464; 1
99; 164; 1; 1; 0; 0; 19266750; 40510; 1
99; 164; 0; 1; 1; 0; 19266750; 40464; 1
99; 164; 1; 1; 1; 0; 19266750; 40510; 1
99; 164; 0; 1; 0; 0; 19266755; 75776; 1
99; 164; 1; 1; 0; 0; 19266755; 75823; 1
