Req Code; ID; RF; Cal; Ch, W#; t_ow mil; t_ow submil; Event
99; 64; 0; 1; 1; 0; 813746; 685706; 0
99; 64; 1; 1; 1; 0; 813746; 685753; 0
99; 64; 0; 1; 0; 0; 813751; 639175; 0
99; 64; 1; 1; 0; 0; 813751; 639221; 0
99; 64; 0; 1; 1; 0; 813751; 639175; 0
99; 64; 1; 1; 1; 0; 813751; 639221; 0
99; 64; 0; 1; 0; 0; 813756; 593487; 0
99; 64; 1; 1; 0; 0; 813756; 593534; 0
99; 64; 0; 1; 1; 0; 813756; 593487; 0
99; 64; 1; 1; 1; 0; 813756; 593534; 0
99; 64; 0; 1; 0; 0; 813761; 547839; 0
99; 64; 1; 1; 0; 0; 813761; 547878; 0
99; 64; 0; 1; 1; 0; 813761; 547839; 0
99; 64; 1; 1; 1; 0; 813761; 547878; 0
99; 64; 0; 1; 0; 0; 813766; 502066; 0
99; 64; 1; 1; 0; 0; 813766; 502112; 0
99; 64; 0; 1; 1; 0; 813766; 502066; 0
99; 64; 1; 1; 1; 0; 813766; 502112; 0
99; 64; 0; 1; 0; 0; 813771; 456158; 0
99; 64; 1; 1; 0; 0; 813771; 456206; 0
99; 64; 0; 1; 1; 0; 813771; 456158; 0
99; 64; 1; 1; 1; 0; 813771; 456206; 0
99; 64; 0; 1; 0; 0; 813776; 409574; 0
99; 64; 1; 1; 0; 0; 813776; 409620; 0
99; 64; 0; 1; 1; 0; 813776; 409574; 0
99; 64; 1; 1; 1; 0; 813776; 409620; 0
99; 64; 0; 1; 0; 0; 813781; 363282; 0
99; 64; 1; 1; 0; 0; 813781; 363330; 0
99; 64; 0; 1; 1; 0; 813781; 363282; 0
99; 64; 1; 1; 1; 0; 813781; 363322; 0
99; 64; 0; 1; 0; 0; 813786; 317214; 0
99; 64; 1; 1; 0; 0; 813786; 317254; 0
99; 64; 0; 1; 1; 0; 813786; 317206; 0
99; 64; 1; 1; 1; 0; 813786; 317254; 0
99; 64; 0; 1; 0; 0; 813791; 271274; 0
99; 64; 1; 1; 0; 0; 813791; 271314; 0
99; 64; 0; 1; 1; 0; 813791; 271266; 0
99; 64; 1; 1; 1; 0; 813791; 271314; 0
99; 64; 0; 1; 0; 0; 813796; 225426; 0
99; 64; 0; 1; 1; 0; 813895; 305487; 1
99; 64; 1; 1; 1; 0; 813895; 305534; 1
99; 64; 0; 1; 0; 0; 813900; 259206; 1
99; 64; 1; 1; 0; 0; 813900; 259253; 1
99; 64; 0; 1; 1; 0; 813900; 259206; 1
99; 64; 1; 1; 1; 0; 813900; 259245; 1
99; 64; 0; 1; 0; 0; 813905; 212776; 1
99; 64; 1; 1; 0; 0; 813905; 212823; 1
99; 64; 0; 1; 1; 0; 813905; 212776; 1
99; 64; 1; 1; 1; 0; 813905; 212823; 1
99; 64; 0; 1; 0; 0; 813910; 165823; 1
99; 64; 1; 1; 0; 0; 813910; 165862; 1
99; 64; 0; 1; 1; 0; 813910; 165823; 1
99; 64; 1; 1; 1; 0; 813910; 165870; 1
99; 64; 0; 1; 0; 0; 813915; 119543; 1
99; 64; 1; 1; 0; 0; 813915; 119589; 1
99; 64; 0; 1; 1; 0; 813915; 119543; 1
99; 64; 1; 1; 1; 0; 813915; 119589; 1
99; 64; 0; 1; 0; 0; 813920; 73931; 1
99; 64; 1; 1; 0; 0; 813920; 73979; 1
99; 64; 0; 1; 1; 0; 813920; 73931; 1
99; 64; 1; 1; 1; 0; 813920; 73979; 1
99; 64; 0; 1; 0; 0; 813925; 28215; 1
99; 64; 1; 1; 0; 0; 813925; 28259; 1
99; 64; 0; 1; 1; 0; 813925; 28215; 1
99; 64; 1; 1; 1; 0; 813925; 28259; 1
99; 64; 0; 1; 0; 0; 813929; 982479; 1
99; 64; 1; 1; 0; 0; 813929; 982519; 1
99; 64; 0; 1; 1; 0; 813929; 982471; 1
99; 64; 1; 1; 1; 0; 813929; 982519; 1
99; 64; 0; 1; 0; 0; 813934; 936239; 1
99; 64; 1; 1; 0; 0; 813934; 936275; 1
99; 64; 0; 1; 1; 0; 813934; 936239; 1
99; 64; 1; 1; 1; 0; 813934; 936275; 1
99; 64; 0; 1; 0; 0; 813939; 890055; 1
99; 64; 1; 1; 0; 0; 813939; 890095; 1
99; 64; 0; 1; 1; 0; 813939; 890055; 1
99; 64; 1; 1; 1; 0; 813939; 890095; 1
99; 64; 0; 1; 0; 0; 813944; 844051; 1
99; 64; 1; 1; 0; 0; 813944; 844095; 1
99; 64; 0; 1; 1; 0; 813944; 844051; 1
99; 64; 1; 1; 1; 0; 813944; 844095; 1
99; 64; 0; 1; 0; 0; 813949; 797715; 1
99; 64; 0; 1; 1; 0; 814048; 863237; 2
99; 64; 1; 1; 1; 0; 814048; 863284; 2
99; 64; 0; 1; 0; 0; 814053; 816565; 2
99; 64; 1; 1; 0; 0; 814053; 816604; 2
99; 64; 0; 1; 1; 0; 814053; 816557; 2
99; 64; 1; 1; 1; 0; 814053; 816604; 2
99; 64; 0; 1; 0; 0; 814058; 769620; 2
99; 64; 1; 1; 0; 0; 814058; 769667; 2
99; 64; 0; 1; 1; 0; 814058; 769620; 2
99; 64; 1; 1; 1; 0; 814058; 769667; 2
99; 64; 0; 1; 0; 0; 814063; 722792; 2
99; 64; 1; 1; 0; 0; 814063; 722839; 2
